# BUSCO version is: 5.1.3 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
458554at4751	Complete	k141_6907	11615	12037	+	98.7	106	https://www.orthodb.org/v10?query=458554at4751	Trafficking protein particle complex subunit 2
458980at4751	Missing
459844at4751	Complete	k141_17245	122689	123186	+	134.2	121	https://www.orthodb.org/v10?query=459844at4751	Adenylate kinase isoenzyme 6 homolog
461238at4751	Missing
461919at4751	Complete	k141_42321	121253	122149	-	113.6	212	https://www.orthodb.org/v10?query=461919at4751	Peroxisomal biogenesis factor 2
464711at4751	Complete	k141_20094	158599	159216	-	149.8	113	https://www.orthodb.org/v10?query=464711at4751	Mitochondrial import inner membrane translocase subunit TIM23
464772at4751	Complete	k141_17245	262717	263436	+	217.0	198	https://www.orthodb.org/v10?query=464772at4751	DUF572-domain-containing protein
464897at4751	Missing
465849at4751	Complete	k141_18481	211889	212419	+	142.0	90	https://www.orthodb.org/v10?query=465849at4751	ribosomal protein S12
467311at4751	Missing
467847at4751	Complete	k141_52721	14187	14765	+	99.7	102	https://www.orthodb.org/v10?query=467847at4751	AMMECR1
467959at4751	Complete	k141_5330	20699	21457	-	89.2	87	https://www.orthodb.org/v10?query=467959at4751	Pre-mRNA-splicing factor ISY1
468195at4751	Complete	k141_31279	135863	136550	-	66.1	86	https://www.orthodb.org/v10?query=468195at4751	Signal peptidase subunit 3
468224at4751	Missing
468408at4751	Complete	k141_26453	167514	169115	-	246.5	335	https://www.orthodb.org/v10?query=468408at4751	Vacuolar fusion protein MON1
469452at4751	Complete	k141_26453	49769	50176	-	118.2	111	https://www.orthodb.org/v10?query=469452at4751	Ribosomal protein S5 domain 2-type fold
470813at4751	Complete	k141_15102	21571	22005	+	214.9	130	https://www.orthodb.org/v10?query=470813at4751	SUMO-conjugating enzyme ubc9
471205at4751	Fragmented	k141_52721	91161	91421	+	35.3	26	https://www.orthodb.org/v10?query=471205at4751	histone-fold-containing protein
473814at4751	Complete	k141_27641	136205	136555	+	88.8	76	https://www.orthodb.org/v10?query=473814at4751	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2
474125at4751	Missing
474320at4751	Complete	k141_38966	413	874	-	74.4	81	https://www.orthodb.org/v10?query=474320at4751	H/ACA ribonucleoprotein complex subunit 2
474374at4751	Complete	k141_34725	101698	102048	-	109.6	88	https://www.orthodb.org/v10?query=474374at4751	Ribosomal protein S10
477057at4751	Complete	k141_26550	198040	198561	+	76.7	130	https://www.orthodb.org/v10?query=477057at4751	translation machinery-associated protein 16
477122at4751	Missing
481052at4751	Complete	k141_29249	130614	131309	+	147.3	154	https://www.orthodb.org/v10?query=481052at4751	Ribulose-phosphate 3-epimerase
482337at4751	Complete	k141_45201	64226	65041	+	78.2	208	https://www.orthodb.org/v10?query=482337at4751	Pre-mRNA-splicing factor CWC26
483049at4751	Complete	k141_16069	504476	504841	+	73.4	78	https://www.orthodb.org/v10?query=483049at4751	Chromatin-remodeling complex subunit ies6
483370at4751	Missing
483390at4751	Complete	k141_27641	21277	21636	+	142.9	97	https://www.orthodb.org/v10?query=483390at4751	V-type proton ATPase subunit F
484080at4751	Missing
484323at4751	Missing
484805at4751	Complete	k141_5330	135143	135803	-	66.4	134	https://www.orthodb.org/v10?query=484805at4751	Pre-mRNA-splicing factor syf2
485650at4751	Complete	k141_18481	67388	67885	+	146.3	106	https://www.orthodb.org/v10?query=485650at4751	Ribosomal protein L7/L12
485702at4751	Complete	k141_14836	71177	71992	-	183.6	170	https://www.orthodb.org/v10?query=485702at4751	translocation protein
488348at4751	Complete	k141_33231	26766	27305	+	103.1	97	https://www.orthodb.org/v10?query=488348at4751	LSM domain, eukaryotic/archaea-type
488426at4751	Complete	k141_52721	210736	211290	-	51.7	127	https://www.orthodb.org/v10?query=488426at4751	Pre-mRNA-splicing factor cwc15
488857at4751	Complete	k141_26550	105581	106186	+	62.4	141	https://www.orthodb.org/v10?query=488857at4751	Clathrin light chain
490662at4751	Complete	k141_5330	129193	129564	-	66.6	33	https://www.orthodb.org/v10?query=490662at4751	Frataxin
490719at4751	Complete	k141_52721	5657	6403	-	127.2	148	https://www.orthodb.org/v10?query=490719at4751	thioredoxin-like protein
492591at4751	Complete	k141_47538	130628	131252	-	116.6	128	https://www.orthodb.org/v10?query=492591at4751	Translation machinery-associated protein 22
493358at4751	Complete	k141_12626	21786	22142	+	117.2	98	https://www.orthodb.org/v10?query=493358at4751	40S ribosomal protein S26
494427at4751	Complete	k141_17033	15572	16000	+	179.4	106	https://www.orthodb.org/v10?query=494427at4751	Cytochrome c oxidase subunit 6, mitochondrial
497024at4751	Complete	k141_19461	73141	73542	+	78.5	54	https://www.orthodb.org/v10?query=497024at4751	Zinc finger C2H2-type
